# Take GHG emissions for the energy system, filter to include only resources
# in model base years, and rename to regional SO2
region,resource,subresource,technology,year,Non.CO2,emiss.coef,emiss.units
Indonesia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Indonesia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Indonesia,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Indonesia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Indonesia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Indonesia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Indonesia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Indonesia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Indonesia,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Japan,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Japan,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Japan,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Japan,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Japan,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Japan,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Japan,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Japan,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Japan,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Japan,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Japan,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Japan,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Japan,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Japan,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Japan,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Japan,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Japan,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Japan,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Mexico,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Mexico,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Mexico,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Mexico,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Mexico,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Mexico,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Mexico,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Mexico,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Mexico,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Mexico,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Mexico,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Mexico,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Mexico,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Mexico,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Mexico,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Mexico,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Mexico,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Mexico,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Middle East,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Middle East,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Middle East,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Middle East,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Middle East,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Middle East,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Middle East,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Middle East,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Middle East,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Middle East,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Middle East,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Middle East,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Middle East,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Middle East,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Middle East,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Middle East,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Middle East,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Middle East,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Russia,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Russia,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Russia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Russia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Russia,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Russia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
South Africa,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
South Africa,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
South Africa,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
South Africa,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
South Africa,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
South Africa,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,1975,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,1990,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2005,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2010,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2015,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2021,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.04819090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.04819090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.04819090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.04819090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.04819090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.04819090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,1975,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,1990,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2005,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2010,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2015,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2021,N2O,9.112e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
South Asia,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
South Asia,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
South Asia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
South Asia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
South Asia,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
South Asia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
South Korea,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
South Korea,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
South Korea,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
South Korea,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
South Korea,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
South Korea,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Argentina,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Argentina,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Argentina,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Argentina,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Argentina,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Argentina,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2021,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.08719090909,MTC
Colombia,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.08719090909,MTC
Colombia,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.08719090909,MTC
Colombia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.08719090909,MTC
Colombia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.08719090909,MTC
Colombia,crude oil,unconventional oil,unconventional oil,2021,CO2_FUG,0.08719090909,MTC
Colombia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2021,N2O,9.39e-07,Tg
USA,coal,coal,coal,1975,CH4,0.2094890974,Tg
USA,coal,coal,coal,1975,CO2_FUG,0.4874918322,MTC
USA,coal,coal,coal,1975,N2O,0,Tg
USA,crude oil,crude oil,crude oil,1975,CH4,0.2556082505,Tg
USA,crude oil,crude oil,crude oil,1975,CO2_FUG,0.2948694416,MTC
USA,crude oil,crude oil,crude oil,1975,N2O,3.685143726e-06,Tg
USA,natural gas,natural gas,natural gas,1975,CH4,0.2556082505,Tg
USA,natural gas,natural gas,natural gas,1975,CO2_FUG,0.2948694416,MTC
USA,natural gas,natural gas,natural gas,1975,N2O,3.685143726e-06,Tg
USA,coal,coal,coal,1990,CH4,0.1851313787,Tg
USA,coal,coal,coal,1990,CO2_FUG,0.3186526346,MTC
USA,coal,coal,coal,1990,N2O,0,Tg
USA,crude oil,crude oil,crude oil,1990,CH4,0.2756601238,Tg
USA,crude oil,crude oil,crude oil,1990,CO2_FUG,0.318001264,MTC
USA,crude oil,crude oil,crude oil,1990,N2O,3.974234688e-06,Tg
USA,natural gas,natural gas,natural gas,1990,CH4,0.2756601238,Tg
USA,natural gas,natural gas,natural gas,1990,CO2_FUG,0.318001264,MTC
USA,natural gas,natural gas,natural gas,1990,N2O,3.974234688e-06,Tg
USA,coal,coal,coal,2005,CH4,0.1198405733,Tg
USA,coal,coal,coal,2005,CO2_FUG,0.2187174823,MTC
USA,coal,coal,coal,2005,N2O,0,Tg
USA,crude oil,crude oil,crude oil,2005,CH4,0.3006388018,Tg
USA,crude oil,crude oil,crude oil,2005,CO2_FUG,0.3227367493,MTC
USA,crude oil,crude oil,crude oil,2005,N2O,5.3449412e-06,Tg
USA,natural gas,natural gas,natural gas,2005,CH4,0.3006388018,Tg
USA,natural gas,natural gas,natural gas,2005,CO2_FUG,0.3227367493,MTC
USA,natural gas,natural gas,natural gas,2005,N2O,5.3449412e-06,Tg
USA,coal,coal,coal,2010,CH4,0.16229552,Tg
USA,coal,coal,coal,2010,CO2_FUG,0.2273036368,MTC
USA,coal,coal,coal,2010,N2O,0,Tg
USA,crude oil,crude oil,crude oil,2010,CH4,0.2596954377,Tg
USA,crude oil,crude oil,crude oil,2010,CO2_FUG,0.3134823374,MTC
USA,crude oil,crude oil,crude oil,2010,N2O,5.238766268e-06,Tg
USA,natural gas,natural gas,natural gas,2010,CH4,0.2596954377,Tg
USA,natural gas,natural gas,natural gas,2010,CO2_FUG,0.3134823374,MTC
USA,natural gas,natural gas,natural gas,2010,N2O,5.238766268e-06,Tg
USA,coal,coal,coal,2015,CH4,0.1512919566,Tg
USA,coal,coal,coal,2015,CO2_FUG,0.3477708216,MTC
USA,coal,coal,coal,2015,N2O,0,Tg
USA,crude oil,crude oil,crude oil,2015,CH4,0.2348910196,Tg
USA,crude oil,crude oil,crude oil,2015,CO2_FUG,0.3284919687,MTC
USA,crude oil,crude oil,crude oil,2015,N2O,4.825242064e-06,Tg
USA,natural gas,natural gas,natural gas,2015,CH4,0.2348910196,Tg
USA,natural gas,natural gas,natural gas,2015,CO2_FUG,0.3284919687,MTC
USA,natural gas,natural gas,natural gas,2015,N2O,4.825242064e-06,Tg
USA,coal,coal,coal,2021,CH4,0.1585610519,Tg
USA,coal,coal,coal,2021,CO2_FUG,0.3697860963,MTC
USA,coal,coal,coal,2021,N2O,0,Tg
USA,crude oil,crude oil,crude oil,2021,CH4,0.1775263299,Tg
USA,crude oil,crude oil,crude oil,2021,CO2_FUG,0.2755113708,MTC
USA,crude oil,crude oil,crude oil,2021,N2O,3.59994184e-06,Tg
USA,natural gas,natural gas,natural gas,2021,CH4,0.1775263299,Tg
USA,natural gas,natural gas,natural gas,2021,CO2_FUG,0.2755113708,MTC
USA,natural gas,natural gas,natural gas,2021,N2O,3.59994184e-06,Tg
Africa_Eastern,coal,coal,coal,1975,CH4,0.5452576177,Tg
Africa_Eastern,coal,coal,coal,1975,CO2_FUG,1.245093454,MTC
Africa_Eastern,coal,coal,coal,1975,N2O,3.138156395e-10,Tg
Africa_Eastern,crude oil,crude oil,crude oil,1975,CH4,0.3357078142,Tg
Africa_Eastern,crude oil,crude oil,crude oil,1975,CO2_FUG,0.4768641847,MTC
Africa_Eastern,crude oil,crude oil,crude oil,1975,N2O,2.714461555e-05,Tg
Africa_Eastern,natural gas,natural gas,natural gas,1975,CH4,0.3548284482,Tg
Africa_Eastern,natural gas,natural gas,natural gas,1975,CO2_FUG,0.3921115224,MTC
Africa_Eastern,natural gas,natural gas,natural gas,1975,N2O,1.591344855e-05,Tg
Africa_Eastern,coal,coal,coal,1990,CH4,0.3298866461,Tg
Africa_Eastern,coal,coal,coal,1990,CO2_FUG,0,MTC
Africa_Eastern,coal,coal,coal,1990,N2O,5.361541866e-07,Tg
Africa_Eastern,crude oil,crude oil,crude oil,1990,CH4,0.3788745976,Tg
Africa_Eastern,crude oil,crude oil,crude oil,1990,CO2_FUG,0.3265117344,MTC
Africa_Eastern,crude oil,crude oil,crude oil,1990,N2O,1.752284462e-05,Tg
Africa_Eastern,natural gas,natural gas,natural gas,1990,CH4,0.3893016102,Tg
Africa_Eastern,natural gas,natural gas,natural gas,1990,CO2_FUG,0.3189809136,MTC
Africa_Eastern,natural gas,natural gas,natural gas,1990,N2O,1.389235051e-05,Tg
