# Non-intermittent technologies from L113.globaltech_capital_ATB and values interpolated from assumptions
# Values determined by an exponential function with terms for minimum achievable cost and pace of reduction
sector.name,subsector.name,technology,year,input.capital,capital.overnight,interest.rate,payback.years
electricity,gas,gas (CC CCS),2055,capital,388,0.127,30
electricity,gas,gas (CC CCS),2060,capital,386,0.127,30
electricity,gas,gas (CC CCS),2065,capital,384,0.127,30
electricity,gas,gas (CC CCS),2070,capital,382,0.127,30
electricity,gas,gas (CC CCS),2075,capital,380,0.127,30
electricity,gas,gas (CC CCS),2080,capital,378,0.127,30
electricity,gas,gas (CC CCS),2085,capital,377,0.127,30
electricity,gas,gas (CC CCS),2090,capital,375,0.127,30
electricity,gas,gas (CC CCS),2095,capital,373,0.127,30
electricity,gas,gas (CC CCS),2100,capital,371,0.127,30
electricity,gas,gas (CC),1975,capital,269,0.127,30
electricity,gas,gas (CC),1990,capital,269,0.127,30
electricity,gas,gas (CC),2005,capital,269,0.127,30
electricity,gas,gas (CC),2010,capital,269,0.127,30
electricity,gas,gas (CC),2015,capital,264,0.127,30
electricity,gas,gas (CC),2021,capital,284,0.127,30
electricity,gas,gas (CC),2025,capital,286,0.127,30
electricity,gas,gas (CC),2030,capital,273,0.127,30
electricity,gas,gas (CC),2035,capital,261,0.127,30
electricity,gas,gas (CC),2040,capital,250,0.127,30
electricity,gas,gas (CC),2045,capital,239,0.127,30
electricity,gas,gas (CC),2050,capital,228,0.127,30
electricity,gas,gas (CC),2055,capital,227,0.127,30
electricity,gas,gas (CC),2060,capital,226,0.127,30
electricity,gas,gas (CC),2065,capital,225,0.127,30
electricity,gas,gas (CC),2070,capital,224,0.127,30
electricity,gas,gas (CC),2075,capital,223,0.127,30
electricity,gas,gas (CC),2080,capital,222,0.127,30
electricity,gas,gas (CC),2085,capital,220,0.127,30
electricity,gas,gas (CC),2090,capital,219,0.127,30
electricity,gas,gas (CC),2095,capital,218,0.127,30
electricity,gas,gas (CC),2100,capital,217,0.127,30
electricity,gas,gas (steam/CT),1975,capital,250,0.127,30
electricity,gas,gas (steam/CT),1990,capital,250,0.127,30
electricity,gas,gas (steam/CT),2005,capital,250,0.127,30
electricity,gas,gas (steam/CT),2010,capital,250,0.127,30
electricity,gas,gas (steam/CT),2015,capital,239,0.127,30
electricity,gas,gas (steam/CT),2021,capital,255,0.127,30
electricity,gas,gas (steam/CT),2025,capital,255,0.127,30
electricity,gas,gas (steam/CT),2030,capital,245,0.127,30
electricity,gas,gas (steam/CT),2035,capital,235,0.127,30
electricity,gas,gas (steam/CT),2040,capital,224,0.127,30
electricity,gas,gas (steam/CT),2045,capital,214,0.127,30
electricity,gas,gas (steam/CT),2050,capital,204,0.127,30
electricity,gas,gas (steam/CT),2055,capital,203,0.127,30
electricity,gas,gas (steam/CT),2060,capital,202,0.127,30
electricity,gas,gas (steam/CT),2065,capital,201,0.127,30
electricity,gas,gas (steam/CT),2070,capital,200,0.127,30
electricity,gas,gas (steam/CT),2075,capital,199,0.127,30
electricity,gas,gas (steam/CT),2080,capital,198,0.127,30
electricity,gas,gas (steam/CT),2085,capital,197,0.127,30
electricity,gas,gas (steam/CT),2090,capital,196,0.127,30
electricity,gas,gas (steam/CT),2095,capital,195,0.127,30
electricity,gas,gas (steam/CT),2100,capital,194,0.127,30
electricity,nuclear,Gen_II_LWR,1975,capital,1811,0.127,30
electricity,nuclear,Gen_II_LWR,1990,capital,1811,0.127,30
electricity,nuclear,Gen_II_LWR,2005,capital,1811,0.127,30
electricity,nuclear,Gen_II_LWR,2010,capital,1811,0.127,30
electricity,nuclear,Gen_II_LWR,2015,capital,1749,0.127,30
electricity,nuclear,Gen_II_LWR,2021,capital,1901,0.127,30
electricity,nuclear,Gen_II_LWR,2025,capital,1355,0.127,30
electricity,nuclear,Gen_II_LWR,2030,capital,1355,0.127,30
electricity,nuclear,Gen_II_LWR,2035,capital,1296,0.127,30
electricity,nuclear,Gen_II_LWR,2040,capital,1119,0.127,30
electricity,nuclear,Gen_II_LWR,2045,capital,1002,0.127,30
electricity,nuclear,Gen_II_LWR,2050,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2055,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2060,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2065,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2070,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2075,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2080,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2085,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2090,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2095,capital,884,0.127,30
electricity,nuclear,Gen_II_LWR,2100,capital,884,0.127,30
electricity,geothermal,geothermal,1975,capital,1127,0.127,30
electricity,geothermal,geothermal,1990,capital,1127,0.127,30
electricity,geothermal,geothermal,2005,capital,1127,0.127,30
electricity,geothermal,geothermal,2010,capital,1127,0.127,30
electricity,geothermal,geothermal,2015,capital,1127,0.127,30
electricity,geothermal,geothermal,2021,capital,1127,0.127,30
electricity,geothermal,geothermal,2025,capital,1074,0.127,30
electricity,geothermal,geothermal,2030,capital,1016,0.127,30
electricity,geothermal,geothermal,2035,capital,973,0.127,30
electricity,geothermal,geothermal,2040,capital,948,0.127,30
electricity,geothermal,geothermal,2045,capital,925,0.127,30
electricity,geothermal,geothermal,2050,capital,902,0.127,30
electricity,geothermal,geothermal,2055,capital,898,0.127,30
electricity,geothermal,geothermal,2060,capital,893,0.127,30
electricity,geothermal,geothermal,2065,capital,889,0.127,30
electricity,geothermal,geothermal,2070,capital,884,0.127,30
electricity,geothermal,geothermal,2075,capital,880,0.127,30
electricity,geothermal,geothermal,2080,capital,875,0.127,30
electricity,geothermal,geothermal,2085,capital,871,0.127,30
electricity,geothermal,geothermal,2090,capital,867,0.127,30
electricity,geothermal,geothermal,2095,capital,862,0.127,30
electricity,geothermal,geothermal,2100,capital,858,0.127,30
electricity,nuclear,large reactor,1975,capital,1811,0.127,30
electricity,nuclear,large reactor,1990,capital,1811,0.127,30
electricity,nuclear,large reactor,2005,capital,1811,0.127,30
electricity,nuclear,large reactor,2010,capital,1811,0.127,30
electricity,nuclear,large reactor,2015,capital,1749,0.127,30
electricity,nuclear,large reactor,2021,capital,1901,0.127,30
electricity,nuclear,large reactor,2025,capital,1355,0.127,30
electricity,nuclear,large reactor,2030,capital,1355,0.127,30
electricity,nuclear,large reactor,2035,capital,1296,0.127,30
electricity,nuclear,large reactor,2040,capital,1119,0.127,30
electricity,nuclear,large reactor,2045,capital,1002,0.127,30
electricity,nuclear,large reactor,2050,capital,884,0.127,30
electricity,nuclear,large reactor,2055,capital,879,0.127,30
electricity,nuclear,large reactor,2060,capital,875,0.127,30
electricity,nuclear,large reactor,2065,capital,871,0.127,30
electricity,nuclear,large reactor,2070,capital,866,0.127,30
electricity,nuclear,large reactor,2075,capital,862,0.127,30
electricity,nuclear,large reactor,2080,capital,858,0.127,30
electricity,nuclear,large reactor,2085,capital,853,0.127,30
electricity,nuclear,large reactor,2090,capital,849,0.127,30
electricity,nuclear,large reactor,2095,capital,845,0.127,30
electricity,nuclear,large reactor,2100,capital,841,0.127,30
electricity,solar,PV_storage,1975,capital,3043,0.127,30
electricity,solar,PV_storage,1990,capital,3043,0.127,30
electricity,solar,PV_storage,2005,capital,3043,0.127,30
electricity,solar,PV_storage,2010,capital,3043,0.127,30
electricity,solar,PV_storage,2015,capital,2114,0.127,30
electricity,solar,PV_storage,2021,capital,1679,0.127,30
electricity,solar,PV_storage,2025,capital,1408,0.127,30
electricity,solar,PV_storage,2030,capital,1165,0.127,30
electricity,solar,PV_storage,2035,capital,1028,0.127,30
electricity,solar,PV_storage,2040,capital,941,0.127,30
electricity,solar,PV_storage,2045,capital,854,0.127,30
electricity,solar,PV_storage,2050,capital,768,0.127,30
electricity,solar,PV_storage,2055,capital,764,0.127,30
electricity,solar,PV_storage,2060,capital,760,0.127,30
electricity,solar,PV_storage,2065,capital,756,0.127,30
electricity,solar,PV_storage,2070,capital,752,0.127,30
electricity,solar,PV_storage,2075,capital,749,0.127,30
electricity,solar,PV_storage,2080,capital,745,0.127,30
electricity,solar,PV_storage,2085,capital,741,0.127,30
electricity,solar,PV_storage,2090,capital,737,0.127,30
electricity,solar,PV_storage,2095,capital,734,0.127,30
electricity,solar,PV_storage,2100,capital,730,0.127,30
electricity,refined liquids,refined liquids (CC CCS),1975,capital,606,0.127,30
electricity,refined liquids,refined liquids (CC CCS),1990,capital,606,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2005,capital,606,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2010,capital,606,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2015,capital,606,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2021,capital,606,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2025,capital,590,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2030,capital,530,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2035,capital,471,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2040,capital,444,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2045,capital,417,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2050,capital,390,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2055,capital,388,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2060,capital,386,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2065,capital,384,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2070,capital,382,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2075,capital,380,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2080,capital,378,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2085,capital,377,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2090,capital,375,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2095,capital,373,0.127,30
electricity,refined liquids,refined liquids (CC CCS),2100,capital,371,0.127,30
electricity,refined liquids,refined liquids (CC),1975,capital,269,0.127,30
electricity,refined liquids,refined liquids (CC),1990,capital,269,0.127,30
electricity,refined liquids,refined liquids (CC),2005,capital,269,0.127,30
electricity,refined liquids,refined liquids (CC),2010,capital,269,0.127,30
electricity,refined liquids,refined liquids (CC),2015,capital,264,0.127,30
electricity,refined liquids,refined liquids (CC),2021,capital,284,0.127,30
electricity,refined liquids,refined liquids (CC),2025,capital,286,0.127,30
electricity,refined liquids,refined liquids (CC),2030,capital,273,0.127,30
electricity,refined liquids,refined liquids (CC),2035,capital,261,0.127,30
electricity,refined liquids,refined liquids (CC),2040,capital,250,0.127,30
electricity,refined liquids,refined liquids (CC),2045,capital,239,0.127,30
electricity,refined liquids,refined liquids (CC),2050,capital,228,0.127,30
electricity,refined liquids,refined liquids (CC),2055,capital,227,0.127,30
electricity,refined liquids,refined liquids (CC),2060,capital,226,0.127,30
electricity,refined liquids,refined liquids (CC),2065,capital,225,0.127,30
electricity,refined liquids,refined liquids (CC),2070,capital,224,0.127,30
electricity,refined liquids,refined liquids (CC),2075,capital,223,0.127,30
electricity,refined liquids,refined liquids (CC),2080,capital,222,0.127,30
electricity,refined liquids,refined liquids (CC),2085,capital,220,0.127,30
electricity,refined liquids,refined liquids (CC),2090,capital,219,0.127,30
electricity,refined liquids,refined liquids (CC),2095,capital,218,0.127,30
electricity,refined liquids,refined liquids (CC),2100,capital,217,0.127,30
electricity,refined liquids,refined liquids (steam/CT),1975,capital,250,0.127,30
electricity,refined liquids,refined liquids (steam/CT),1990,capital,250,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2005,capital,250,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2010,capital,250,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2015,capital,239,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2021,capital,255,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2025,capital,255,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2030,capital,245,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2035,capital,235,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2040,capital,224,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2045,capital,214,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2050,capital,204,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2055,capital,203,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2060,capital,202,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2065,capital,201,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2070,capital,200,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2075,capital,199,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2080,capital,198,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2085,capital,197,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2090,capital,196,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2095,capital,195,0.127,30
electricity,refined liquids,refined liquids (steam/CT),2100,capital,194,0.127,30
electricity,nuclear,SMR,1975,capital,1885,0.127,30
electricity,nuclear,SMR,1990,capital,1885,0.127,30
electricity,nuclear,SMR,2005,capital,1885,0.127,30
electricity,nuclear,SMR,2010,capital,1885,0.127,30
electricity,nuclear,SMR,2015,capital,1885,0.127,30
electricity,nuclear,SMR,2021,capital,1885,0.127,30
electricity,nuclear,SMR,2025,capital,1885,0.127,30
electricity,nuclear,SMR,2030,capital,1885,0.127,30
electricity,nuclear,SMR,2035,capital,1532,0.127,30
electricity,nuclear,SMR,2040,capital,1237,0.127,30
electricity,nuclear,SMR,2045,capital,1060,0.127,30
electricity,nuclear,SMR,2050,capital,943,0.127,30
electricity,nuclear,SMR,2055,capital,938,0.127,30
electricity,nuclear,SMR,2060,capital,933,0.127,30
electricity,nuclear,SMR,2065,capital,929,0.127,30
electricity,nuclear,SMR,2070,capital,924,0.127,30
electricity,nuclear,SMR,2075,capital,919,0.127,30
electricity,nuclear,SMR,2080,capital,915,0.127,30
electricity,nuclear,SMR,2085,capital,910,0.127,30
electricity,nuclear,SMR,2090,capital,906,0.127,30
electricity,nuclear,SMR,2095,capital,901,0.127,30
electricity,nuclear,SMR,2100,capital,897,0.127,30
electricity,wind,wind_storage,1975,capital,1984,0.127,30
electricity,wind,wind_storage,1990,capital,1984,0.127,30
electricity,wind,wind_storage,2005,capital,1984,0.127,30
electricity,wind,wind_storage,2010,capital,1984,0.127,30
electricity,wind,wind_storage,2015,capital,1812,0.127,30
